measurementID	occurrenceID	measurementOfTaxon	parentMeasurementID	measurementType	measurementValue	measurementUnit	statisticalMethod	measurementRemarks	source	contributor	referenceID
M2190	C653	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295661	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2191	C654	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295667	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2192	C654	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295667	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2193	C655	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295673	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2194	C655	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295673	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2195	C656	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295679	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2196	C656	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295679	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2197	C657	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295685	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2198	C657	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295685	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2199	C658	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295691	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2200	C658	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295691	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2201	C659	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295697	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2202	C659	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295697	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2203	C660	TRUE		http://eol.org/schema/terms/HeadBodyLength	40	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R139
M2204	C661	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295703	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2205	C661	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295703	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2206	C662	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295709	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2207	C662	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295709	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2208	C663	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295715	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2209	C663	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295715	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2210	C664	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295733	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2211	C664	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295733	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2212	C665	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295739	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2213	C665	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295739	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2214	C666	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295745	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2215	C666	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295745	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2216	C667	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295751	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2217	C667	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295751	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2218	C668	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295757	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2219	C668	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295757	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2220	C669	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295763	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2221	C669	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295763	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2222	C670	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295769	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2223	C670	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295769	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2224	C671	TRUE		http://eol.org/schema/terms/HeadBodyLength	30	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R206
			M2224	http://eol.org/schema/terms/SampleSize	14					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2225	C671	TRUE		http://eol.org/schema/terms/HeadBodyLength	64	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R206
			M2225	http://eol.org/schema/terms/SampleSize	14					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2226	C671	TRUE		http://eol.org/schema/terms/HeadBodyLength	45.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001109			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R206
			M2226	http://eol.org/schema/terms/SampleSize	14					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2228	C672	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295775	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2229	C672	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295775	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2230	C673	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28295781	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2231	C673	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28295781	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2232	C674	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/23855226	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2233	C674	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/23855226	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2234	C675	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28301372	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2235	C675	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28301372	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2236	C676	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28301390	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2237	C677	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28301391	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2238	C678	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28301426	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2239	C678	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28301426	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2240	C679	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28305895	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2241	C680	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/18670402	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2242	C681	TRUE		http://purl.obolibrary.org/obo/VT_0001933	1000		http://www.ebi.ac.uk/efo/EFO_0001444		http://eol.org/data_objects/28836274	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2243	C682	TRUE		http://purl.obolibrary.org/obo/VT_0001933	100		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/18670403	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2244	C682	TRUE		http://purl.obolibrary.org/obo/VT_0001933	1000		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/18670403	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2245	C682	TRUE		http://purl.obolibrary.org/obo/VT_0001933	900		http://semanticscience.org/resource/SIO_001109		http://eol.org/data_objects/18670403	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2246	C683	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28305937	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2247	C684	TRUE		http://purl.obolibrary.org/obo/VT_0001256	1.5	http://purl.obolibrary.org/obo/EFO_0004387	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855317	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2248	C684	TRUE		http://purl.obolibrary.org/obo/VT_0001256	5	http://purl.obolibrary.org/obo/EFO_0004387	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855317	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2249	C685	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28836315	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2250	C686	TRUE		http://purl.obolibrary.org/obo/VT_0001933	300		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855314	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2251	C686	TRUE		http://purl.obolibrary.org/obo/VT_0001933	5000		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855314	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2252	C687	TRUE		http://eol.org/schema/terms/HeadBodyLength	8	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/28836314	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2253	C687	TRUE		http://eol.org/schema/terms/HeadBodyLength	14	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/28836314	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2254	C688	TRUE		http://eol.org/schema/terms/HeadBodyLength	225	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855624	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2255	C889	TRUE		http://eol.org/schema/terms/HeadBodyLength	85	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855624	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2256	C889	TRUE		http://eol.org/schema/terms/HeadBodyLength	150	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855624	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2257	C689	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28310117	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2258	C689	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28310117	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2259	C690	TRUE		http://purl.obolibrary.org/obo/VT_0001933	30000		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/18670870	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2260	C691	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/31244973	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2261	C691	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/31244973	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2262	C692	TRUE		http://eol.org/schema/terms/HeadBodyLength	59	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R207
M2263	C693	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/31252737	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2264	C693	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/31252737	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2265	C694	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/31252749	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2266	C694	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/31252749	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2267	C695	TRUE		http://purl.obolibrary.org/obo/VT_0001933	2500		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/28836468	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2268	C696	TRUE		http://purl.obolibrary.org/obo/VT_0001256	18	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855881	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2269	C696	TRUE		http://purl.obolibrary.org/obo/VT_0001256	69	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855881	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2270	C890	TRUE		http://purl.obolibrary.org/obo/VT_0001256	11	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855881	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2271	C890	TRUE		http://purl.obolibrary.org/obo/VT_0001256	11.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855881	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2272	C697	TRUE		http://purl.obolibrary.org/obo/VT_0001933	151		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855878	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2273	C697	TRUE		http://purl.obolibrary.org/obo/VT_0001933	362		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855878	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2274	C698	TRUE		http://purl.obolibrary.org/obo/VT_0001933	200		http://semanticscience.org/resource/SIO_001109		http://eol.org/data_objects/28887914	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2275	C698	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://purl.obolibrary.org/obo/HOM_0000029				http://eol.org/data_objects/28887914	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2276	C699	TRUE		http://purl.obolibrary.org/obo/VT_0001933	12		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/31422620	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2277	C699	TRUE		http://purl.obolibrary.org/obo/VT_0001933	300		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/31422620	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2278	C699	TRUE		http://eol.org/schema/terms/OvaDiameter	2.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/31422620	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2279	C699	TRUE		http://eol.org/schema/terms/OvaDiameter	3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/31422620	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2280	C700	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/31264859	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2281	C701	TRUE		http://purl.obolibrary.org/obo/VT_0001256	50	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855885	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2282	C701	TRUE		http://purl.obolibrary.org/obo/VT_0001256	98	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855885	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2283	C891	TRUE		http://purl.obolibrary.org/obo/VT_0001256	16	http://purl.obolibrary.org/obo/UO_0000015			http://eol.org/data_objects/23855885	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2284	C891	TRUE		http://eol.org/schema/terms/HeadBodyLength	13	http://purl.obolibrary.org/obo/UO_0000015			http://eol.org/data_objects/23855885	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2285	C702	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/31422627	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2286	C703	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://purl.obolibrary.org/obo/HOM_0000029				http://eol.org/data_objects/31422629	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2287	C704	TRUE		http://purl.obolibrary.org/obo/VT_0001933	500				http://eol.org/data_objects/31422630	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2288	C705	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/31265225	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2289	C706	TRUE		http://purl.obolibrary.org/obo/VT_0001933	2500		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23855887	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2290	C706	TRUE		http://purl.obolibrary.org/obo/VT_0001933	3500		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23855887	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2291	C706	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/23855887	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2292	C706	TRUE		http://eol.org/schema/terms/OvaDiameter	1.3	http://purl.obolibrary.org/obo/UO_0000016			http://eol.org/data_objects/23855887	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2293	C707	TRUE		http://purl.obolibrary.org/obo/VT_0001256	54	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/25524380	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2294	C707	TRUE		http://purl.obolibrary.org/obo/VT_0001256	63	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/25524380	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2295	C708	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/31265243	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2296	C709	TRUE		http://eol.org/schema/terms/HeadBodyLength	2.25	http://purl.obolibrary.org/obo/EFO_0004387			http://eol.org/data_objects/23855909	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2297	C710	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/31267584	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2298	C711	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/31423368	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M2299	C712	TRUE		http://purl.obolibrary.org/obo/VT_0001933	2000		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/31423369	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
